,日付,売上合計(円),ペールエール(本),ペールエール(円),ラガー(本),ラガー(円),IPA(本),IPA(円),ホワイトビール(本),ホワイトビール(円),黒ビール(本),黒ビール(円),フルーツビール(本),フルーツビール(円),降水量,平均気温,平均湿度,平均風速,weekday_土,weekday_月,weekday_木,weekday_水,weekday_火,weekday_金,total_beers_sold,昼の天気,夜の天気
206,2024-11-27,5800,2,2000,1,800,1,900,1,900,1,1200,0,0,18.0,14.5,79,2.4,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,6,晴時々曇,快晴
207,2024-11-28,27900,7,7000,7,5600,5,4500,4,3600,6,7200,0,0,0,13.2,45,2.9,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,29,快晴,快晴
208,2024-11-29,50900,13,13000,9,7200,8,7200,7,6300,11,13200,4,4000,0,11.4,44,2.5,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,52,晴,快晴
209,2024-11-30,30400,6,6000,5,4000,4,3600,4,3600,6,7200,6,6000,0,10.4,54,2.0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,31,快晴,快晴
210,2024-12-02,20100,6,6000,5,4000,3,2700,2,1800,3,3600,2,2000,0,11.4,72,1.9,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,21,晴一時曇,晴
211,2024-12-03,28400,6,6000,5,4000,5,4500,3,2700,6,7200,4,4000,0,11.9,77,1.8,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,29,快晴,晴後一時曇
212,2024-12-04,31800,7,7000,6,4800,7,6300,3,2700,5,6000,5,5000,0,12.7,60,2.0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,33,晴一時薄曇,曇時々晴
213,2024-12-05,14600,4,4000,3,2400,2,1800,2,1800,3,3600,1,1000,0,11.5,55,1.7,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,15,薄曇時々晴,晴
214,2024-12-06,47100,10,10000,11,8800,8,7200,7,6300,9,10800,4,4000,0,11.0,51,2.4,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,49,快晴,晴
215,2024-12-07,15700,3,3000,3,2400,2,1800,1,900,3,3600,4,4000,0.0,8.9,55,2.1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,16,晴後一時曇,晴時々薄曇
216,2024-12-09,15800,5,5000,3,2400,3,2700,1,900,4,4800,0,0,0,7.7,46,2.8,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,16,快晴,晴後一時曇
217,2024-12-10,29100,8,8000,5,4000,7,6300,2,1800,5,6000,3,3000,0,8.5,53,1.9,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,30,快晴,晴後曇
218,2024-12-11,10700,3,3000,2,1600,2,1800,1,900,2,2400,1,1000,0,8.7,52,2.5,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,11,薄曇後晴,晴
219,2024-12-12,19400,5,5000,4,3200,2,1800,2,1800,3,3600,4,4000,0,7.1,40,3.0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,20,晴,晴
220,2024-12-13,30600,9,9000,6,4800,3,2700,3,2700,7,8400,3,3000,0.0,5.3,53,1.7,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,31,薄曇一時晴,曇時々晴
221,2024-12-14,8800,2,2000,2,1600,1,900,1,900,2,2400,1,1000,0.0,7.2,44,3.5,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,9,晴,快晴
222,2024-12-16,21700,5,5000,3,2400,3,2700,2,1800,4,4800,5,5000,0,7.7,58,1.6,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,22,快晴,快晴
223,2024-12-17,21200,6,6000,4,3200,5,4500,3,2700,4,4800,0,0,0,8.0,61,1.9,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,22,快晴,快晴
224,2024-12-18,17700,3,3000,3,2400,3,2700,2,1800,4,4800,3,3000,0,7.6,55,2.4,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,18,晴時々薄曇,晴後曇時々雨、あられを伴う
225,2024-12-19,20300,6,6000,5,4000,3,2700,2,1800,4,4800,1,1000,0.5,5.2,61,2.8,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,21,晴時々雨一時雪、あられを伴う,快晴
226,2024-12-20,31800,7,7000,6,4800,7,6300,5,4500,6,7200,2,2000,0,6.5,58,1.7,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,33,薄曇一時晴,曇後晴
227,2024-12-21,14600,2,2000,3,2400,2,1800,2,1800,3,3600,3,3000,0.0,9.4,61,3.4,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,15,晴,快晴
228,2024-12-23,20500,5,5000,3,2400,3,2700,2,1800,3,3600,5,5000,0,6.1,40,2.9,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,21,快晴,快晴
229,2024-12-24,24900,6,6000,5,4000,6,5400,3,2700,4,4800,2,2000,0,6.7,47,2.8,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,26,快晴,快晴
230,2024-12-25,25400,7,7000,6,4800,4,3600,2,1800,6,7200,1,1000,0,7.7,46,2.5,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,26,曇時々晴,薄曇一時晴
231,2024-12-26,8800,2,2000,2,1600,1,900,1,900,2,2400,1,1000,0,8.9,54,1.7,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,9,晴,晴
232,2024-12-27,30400,6,6000,6,4800,6,5400,4,3600,8,9600,1,1000,0,7.4,51,2.2,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,31,晴後一時曇,晴
233,2024-12-28,16900,4,4000,5,4000,3,2700,2,1800,2,2400,2,2000,0.0,5.4,59,1.7,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,18,晴後一時曇,快晴
234,2024-12-30,18800,4,4000,3,2400,4,3600,2,1800,5,6000,1,1000,0,6.2,53,2.1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,19,薄曇一時晴,薄曇
235,2024-12-31,35900,11,11000,7,5600,8,7200,3,2700,7,8400,1,1000,0,8.0,55,2.2,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,37,晴時々曇,快晴
236,2025-01-01,15300,3,3000,4,3200,3,2700,2,1800,3,3600,1,1000,0,7.1,37,2.8,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,16,快晴,快晴
237,2025-01-02,29000,6,6000,6,4800,5,4500,3,2700,5,6000,5,5000,0,7.8,52,1.7,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,30,晴後一時曇,晴後一時曇
238,2025-01-03,23200,6,6000,4,3200,4,3600,2,1800,3,3600,5,5000,0.0,5.5,76,2.1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,24,曇時々雨後一時晴,曇時々晴
239,2025-01-04,12600,3,3000,2,1600,2,1800,2,1800,2,2400,2,2000,0,5.1,53,2.1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,13,快晴,晴一時曇
240,2025-01-06,5800,1,1000,1,800,1,900,1,900,1,1200,1,1000,25.0,4.5,75,1.8,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,6,曇後雨,雨時々晴一時曇
241,2025-01-07,15400,4,4000,4,3200,2,1800,2,1800,3,3600,1,1000,0.0,8.1,72,2.3,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,16,雨一時曇後晴,快晴
242,2025-01-08,9800,2,2000,2,1600,1,900,1,900,2,2400,2,2000,0,6.6,40,2.3,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,10,晴,晴後一時薄曇
243,2025-01-09,13400,4,4000,3,2400,2,1800,2,1800,2,2400,1,1000,0,6.7,37,3.1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,14,快晴,快晴
244,2025-01-10,27500,7,7000,4,3200,4,3600,3,2700,5,6000,5,5000,0,4.6,35,3.3,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,28,快晴,快晴
245,2025-01-11,19400,6,6000,4,3200,2,1800,2,1800,3,3600,3,3000,0,5.3,42,2.2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,20,晴,晴後薄曇
246,2025-01-13,16500,4,4000,3,2400,3,2700,2,1800,3,3600,2,2000,0,6.9,51,3.1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,17,快晴,快晴
247,2025-01-14,25200,6,6000,4,3200,4,3600,4,3600,4,4800,4,4000,0,6.4,56,1.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,26,晴,晴
248,2025-01-15,11700,3,3000,2,1600,2,1800,1,900,2,2400,2,2000,0,7.6,52,2.9,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,12,晴後一時薄曇,快晴
249,2025-01-16,14300,3,3000,4,3200,3,2700,2,1800,3,3600,0,0,0,4.6,50,2.2,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,15,曇後一時晴,快晴
250,2025-01-17,28200,6,6000,6,4800,3,2700,3,2700,5,6000,6,6000,0,4.9,44,3.8,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,29,快晴,晴
251,2025-01-18,11700,3,3000,2,1600,2,1800,1,900,2,2400,2,2000,0,4.6,47,2.1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,12,晴,晴後曇
252,2025-01-20,16600,3,3000,3,2400,4,3600,2,1800,4,4800,1,1000,0.5,9.2,72,1.7,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,17,晴一時雨,曇一時雨
253,2025-01-21,22300,5,5000,4,3200,4,3600,3,2700,4,4800,3,3000,0.0,9.4,70,2.1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,23,晴時々曇,晴時々曇
254,2025-01-22,10700,4,4000,2,1600,2,1800,1,900,2,2400,0,0,0,8.2,46,2.1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,11,快晴,晴時々曇
255,2025-01-23,25600,5,5000,4,3200,2,1800,4,3600,5,6000,6,6000,0,8.5,62,1.8,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,26,曇後晴,快晴
256,2025-01-24,34000,7,7000,6,4800,5,4500,5,4500,6,7200,6,6000,0.5,9.2,64,2.1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,35,晴後一時曇,曇時々雨
257,2025-01-25,24500,5,5000,4,3200,4,3600,3,2700,5,6000,4,4000,0.0,6.8,70,2.3,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,25,曇時々晴,快晴
258,2025-01-27,20400,5,5000,5,4000,4,3600,2,1800,5,6000,0,0,0,6.4,55,2.1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,21,曇一時晴,晴後曇一時雨
259,2025-01-28,12700,3,3000,3,2400,2,1800,1,900,3,3600,1,1000,0.0,8.4,52,1.9,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,13,晴,晴一時曇
260,2025-01-29,6800,2,2000,1,800,1,900,1,900,1,1200,1,1000,0,7.0,38,2.9,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,7,快晴,快晴
261,2025-01-30,12600,3,3000,2,1600,2,1800,2,1800,2,2400,2,2000,0,6.5,41,1.9,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,13,快晴,快晴
262,2025-01-31,19100,4,4000,5,4000,3,2700,2,1800,3,3600,3,3000,0,7.1,38,2.6,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,20,快晴,晴
263,2025-02-01,11700,3,3000,2,1600,2,1800,1,900,2,2400,2,2000,0.0,7.5,49,1.8,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,12,晴後曇,曇後雨
264,2025-02-03,21700,6,6000,5,4000,3,2700,2,1800,6,7200,0,0,0.0,6.1,74,1.9,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,22,曇,曇時々晴
265,2025-02-04,11500,3,3000,3,2400,2,1800,1,900,2,2400,1,1000,0.0,6.0,55,2.8,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,12,晴時々曇,快晴
266,2025-02-05,8800,2,2000,2,1600,1,900,1,900,2,2400,1,1000,0,4.1,41,3.2,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,9,晴,快晴
267,2025-02-06,11700,3,3000,2,1600,2,1800,1,900,2,2400,2,2000,0,4.0,37,2.5,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,12,晴,晴後一時薄曇
268,2025-02-07,22300,6,6000,5,4000,2,1800,3,2700,4,4800,3,3000,0,4.9,35,2.9,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,23,晴,快晴
269,2025-02-08,15500,3,3000,2,1600,3,2700,2,1800,2,2400,4,4000,0,4.6,38,4.5,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,16,快晴,快晴
270,2025-02-10,36200,8,8000,9,7200,6,5400,4,3600,5,6000,6,6000,0,5.5,41,2.2,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,38,快晴,快晴
271,2025-02-11,9800,2,2000,2,1600,1,900,1,900,2,2400,2,2000,0,5.1,43,3.4,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,10,快晴,快晴
272,2025-02-12,18300,5,5000,3,2400,3,2700,2,1800,2,2400,4,4000,0,7.2,55,2.8,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,19,晴時々薄曇,晴時々曇
273,2025-02-13,19400,5,5000,4,3200,4,3600,2,1800,4,4800,1,1000,0.0,7.4,43,4.3,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,20,快晴,晴後曇
274,2025-02-14,26100,6,6000,6,4800,5,4500,2,1800,5,6000,3,3000,0,7.9,37,2.6,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,27,晴,晴
275,2025-02-15,16400,4,4000,3,2400,4,3600,2,1800,3,3600,1,1000,0,9.6,50,2.7,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,17,快晴,曇一時晴
276,2025-02-17,17500,3,3000,3,2400,3,2700,2,1800,3,3600,4,4000,0.0,9.3,50,3.2,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,18,晴後時々曇一時雨,快晴
277,2025-02-18,10700,3,3000,2,1600,2,1800,1,900,2,2400,1,1000,0,5.0,32,3.8,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,11,晴後一時曇,晴一時曇
278,2025-02-19,7800,2,2000,2,1600,1,900,1,900,2,2400,0,0,0,3.9,36,3.9,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,8,快晴,快晴
279,2025-02-20,13800,3,3000,2,1600,2,1800,2,1800,3,3600,2,2000,0,4.5,32,2.8,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,14,晴,晴
280,2025-02-21,24300,5,5000,5,4000,5,4500,2,1800,5,6000,3,3000,0,5.4,31,3.1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,25,晴後薄曇,薄曇後晴
281,2025-02-22,17000,4,4000,3,2400,2,1800,2,1800,5,6000,1,1000,0,4.4,36,3.0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,17,晴後一時曇,快晴
282,2025-02-24,13000,3,3000,2,1600,2,1800,2,1800,4,4800,0,0,0,4.8,39,3.4,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,13,晴,快晴
283,2025-02-25,17100,5,5000,5,4000,3,2700,2,1800,3,3600,0,0,0,7.1,45,3.1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,18,快晴,晴時々曇
284,2025-02-26,25500,7,7000,4,3200,5,4500,2,1800,5,6000,3,3000,0,10.4,36,2.6,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,26,快晴,快晴
285,2025-02-27,31200,9,9000,5,4000,6,5400,4,3600,6,7200,2,2000,0,10.2,42,2.8,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,32,快晴,晴後薄曇
286,2025-02-28,41100,10,10000,11,8800,7,6300,4,3600,7,8400,4,4000,0,11.0,52,1.8,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,43,薄曇後晴,晴一時曇
287,2025-03-01,19300,3,3000,4,3200,3,2700,2,1800,3,3600,5,5000,0,13.3,58,2.9,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,20,晴時々薄曇,晴一時薄曇
288,2025-03-03,10700,3,3000,2,1600,2,1800,1,900,2,2400,1,1000,30.0,5.9,89,3.6,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,11,雨後みぞれ一時雪,曇一時みぞれ
289,2025-03-04,5800,2,2000,1,800,1,900,1,900,1,1200,0,0,10.0,2.4,78,2.6,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,6,曇後一時雨、みぞれを伴う,雪後雨一時みぞれ
290,2025-03-05,5800,1,1000,1,800,1,900,1,900,1,1200,1,1000,16.5,5.3,99,3.1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,6,雨後一時霧雨,曇一時霧雨
291,2025-03-06,10700,4,4000,2,1600,2,1800,1,900,2,2400,0,0,0.0,9.1,58,3.7,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,11,曇,曇後一時晴
292,2025-03-07,22700,7,7000,6,4800,4,3600,3,2700,3,3600,1,1000,0,6.9,39,4.6,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,24,晴,晴後一時曇
293,2025-03-08,11700,3,3000,2,1600,2,1800,1,900,2,2400,2,2000,9.5,3.2,66,1.9,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,12,曇後時々雨,曇時々雨一時雪、みぞれを伴う
294,2025-03-10,19600,4,4000,3,2400,4,3600,2,1800,4,4800,3,3000,0,9.1,45,2.8,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,20,晴後一時薄曇,曇
295,2025-03-11,19600,6,6000,3,2400,3,2700,3,2700,4,4800,1,1000,0.5,10.3,72,2.0,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,20,曇時々雨,雨時々曇
296,2025-03-12,10700,3,3000,2,1600,2,1800,1,900,2,2400,1,1000,15.5,11.6,97,1.5,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,11,雨時々曇,曇時々雨後一時晴
297,2025-03-13,39200,8,8000,7,5600,6,5400,4,3600,8,9600,7,7000,0,14.5,69,2.2,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,40,薄曇時々晴,晴時々曇
298,2025-03-14,21600,4,4000,4,3200,3,2700,3,2700,5,6000,3,3000,0,12.8,33,3.3,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,22,薄曇後晴,晴後一時曇
299,2025-03-15,8000,2,2000,1,800,1,900,1,900,2,2400,1,1000,0.0,8.9,50,2.2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,8,曇後一時雨,雨時々曇
300,2025-03-17,23300,7,7000,6,4800,2,1800,3,2700,5,6000,1,1000,0.0,10.0,63,3.1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,24,晴,晴後曇一時雨
301,2025-03-18,7600,2,2000,2,1600,1,900,1,900,1,1200,1,1000,0.0,8.6,51,3.4,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,8,薄曇一時晴,雨一時晴、雷を伴う
302,2025-03-19,9700,2,2000,2,1600,2,1800,1,900,2,2400,1,1000,26.5,5.6,81,3.9,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,10,晴時々雨一時雪、雷・ひょうを伴う,晴後一時曇
303,2025-03-20,6800,2,2000,1,800,1,900,1,900,1,1200,1,1000,0,8.3,55,2.3,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,7,晴,晴一時曇
304,2025-03-21,42000,14,14000,8,6400,6,5400,4,3600,8,9600,3,3000,0,11.2,62,2.6,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,43,快晴,快晴
305,2025-03-22,19200,5,5000,3,2400,4,3600,2,1800,2,2400,4,4000,0,15.8,49,2.3,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,20,快晴,快晴
306,2025-03-24,9700,2,2000,2,1600,2,1800,1,900,2,2400,1,1000,0,14.8,75,2.3,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,10,薄曇時々晴,曇後晴
307,2025-03-25,10200,3,3000,3,2400,2,1800,2,1800,1,1200,0,0,0,17.8,61,3.2,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,11,晴,晴
308,2025-03-26,13400,5,5000,3,2400,2,1800,2,1800,2,2400,0,0,0,20.4,45,3.8,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,14,晴,薄曇時々晴
309,2025-03-27,13400,2,2000,3,2400,2,1800,2,1800,2,2400,3,3000,0,17.9,69,3.8,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,14,薄曇一時晴,曇
310,2025-03-28,26900,6,6000,7,5600,3,2700,4,3600,5,6000,3,3000,2.5,19.9,79,4.2,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,28,薄曇時々晴一時雨,雨時々曇一時晴
311,2025-03-29,7600,2,2000,2,1600,1,900,1,900,1,1200,1,1000,12.5,7.6,90,3.1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,8,雨,曇時々雨
312,2025-03-31,14800,4,4000,2,1600,2,1800,2,1800,3,3600,2,2000,0.0,7.0,62,3.0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,15,曇時々雨,雨一時曇